Severity,Issue Type,Sheet Row Number,Name,Arrondissement,Google Place ID,Field,Value,Affected Sheet Rows,Details
INFO,selected_missing_cuisine,1755,Bloom Sushi Wagram,17,ChIJWYknG3dv5kcR5wjfCFNpc6s,Cuisine,,,Selected row has a blank Cuisine; informational only.
INFO,selected_missing_features,1755,Bloom Sushi Wagram,17,ChIJWYknG3dv5kcR5wjfCFNpc6s,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_features,1757,BRUTUS - Batignolles,17,ChIJVVUZX7Fv5kcRdSoRBT3M51U,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_features,1758,Caves Pétrissans,17,ChIJ31BAi5Nv5kcRcdw5fTkEJC8,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_cuisine,1760,"Chez Fred, depuis 1945",17,ChIJn9AJVKNv5kcReD66EJgUWVc,Cuisine,,,Selected row has a blank Cuisine; informational only.
INFO,selected_missing_vibe,1760,"Chez Fred, depuis 1945",17,ChIJn9AJVKNv5kcReD66EJgUWVc,Vibe,,,Selected row has a blank Vibe; informational only.
INFO,selected_missing_features,1760,"Chez Fred, depuis 1945",17,ChIJn9AJVKNv5kcReD66EJgUWVc,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_cuisine,1761,Chicahualco,17,ChIJw6p5cU1v5kcRnYNJWy2zLNo,Cuisine,,,Selected row has a blank Cuisine; informational only.
INFO,selected_missing_vibe,1761,Chicahualco,17,ChIJw6p5cU1v5kcRnYNJWy2zLNo,Vibe,,,Selected row has a blank Vibe; informational only.
INFO,selected_missing_features,1761,Chicahualco,17,ChIJw6p5cU1v5kcRnYNJWy2zLNo,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_cuisine,1762,Comme Chez Maman,17,ChIJo7MOEK5v5kcRilGQNw2mAKw,Cuisine,,,Selected row has a blank Cuisine; informational only.
INFO,selected_missing_vibe,1762,Comme Chez Maman,17,ChIJo7MOEK5v5kcRilGQNw2mAKw,Vibe,,,Selected row has a blank Vibe; informational only.
INFO,selected_missing_features,1762,Comme Chez Maman,17,ChIJo7MOEK5v5kcRilGQNw2mAKw,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_cuisine,1763,Coretta,17,ChIJieM35q5v5kcRSsWWTlMpbA0,Cuisine,,,Selected row has a blank Cuisine; informational only.
INFO,selected_missing_vibe,1763,Coretta,17,ChIJieM35q5v5kcRSsWWTlMpbA0,Vibe,,,Selected row has a blank Vibe; informational only.
INFO,selected_missing_features,1763,Coretta,17,ChIJieM35q5v5kcRSsWWTlMpbA0,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_features,1853,Un Amour de Bistro,18,ChIJCfgBp0tv5kcRntSheWro_jY,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_features,1854,La Belle Maison,18,ChIJs5FnbQBv5kcRqv75IMiKVmE,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_features,1855,Le Boucan,18,ChIJaXBMYU5u5kcRT10W6s3e-h0,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_features,1856,Chez Pradel,18,ChIJ85emdFdu5kcR5gtx5HsSvSQ,Features,,,Selected row has a blank Features; informational only.
INFO,selected_missing_features,1858,Abuela Pigalle,18,ChIJmXqvMUZu5kcRhwAZdpyXqL4,Features,,,Selected row has a blank Features; informational only.
